Close,CloseTarget,MACD,MACDTarget,Stochastics,StochasticsTarget,ATR,ATRTarget
1.5789,1.573,0.0001699421,0.0012930683,100,85.175879397,0.0164,0.0124
1.573,1.5766,0.0012930683,0.0023100515,85.175879397,94.2211055276,0.0124,0.0099
1.5766,1.5776,0.0023100515,0.0030304404,94.2211055276,96.7336683417,0.0099,0.0052
1.5776,1.5685,0.0030304404,0.0027901239,96.7336683417,72.7748691099,0.0052,0.0138
1.5685,1.5638,0.0027901239,0.0021927728,72.7748691099,56.231884058,0.0138,0.0154
1.5638,1.5516,0.0021927728,0.0008217671,56.231884058,20.8695652174,0.0154,0.0179
1.5516,1.5554,0.0008217671,9.676423197069E-05,20.8695652174,31.884057971,0.0179,0.0109
1.5554,1.5544,9.676423197069E-05,-0.0004943155,31.884057971,28.9855072464,0.0109,0.0104
1.5544,1.5446,-0.0004943155,-0.0016033331,28.9855072464,0.5797101449,0.0104,0.022
1.5446,1.5433,-0.0016033331,-0.0024300923,0.5797101449,0,0.022,0.0065
1.5433,1.5586,-0.0024300923,-0.001836878,0,42.9775280899,0.0065,0.0237
1.5586,1.5777,-0.001836878,1.35845435374177E-05,42.9775280899,96.6292134831,0.0237,0.0207
1.5777,1.5644,1.35845435374177E-05,0.0003653531,96.6292134831,59.2696629213,0.0207,0.0229
1.5644,1.5463,0.0003653531,-0.0006959061,59.2696629213,8.7209302326,0.0229,0.0215
1.5463,1.5554,-0.0006959061,-0.0007660538,8.7209302326,35.1744186047,0.0215,0.0135
1.5554,1.5447,-0.0007660538,-0.0015557682,35.1744186047,4.0697674419,0.0135,0.0187
1.5447,1.538,-0.0015557682,-0.0025387178,4.0697674419,0,0.0187,0.0182
1.538,1.5467,-0.0025387178,-0.0025180243,0,21.9143576826,0.0182,0.0173
1.5467,1.5509,-0.0025180243,-0.0021105013,21.9143576826,32.4937027708,0.0173,0.0092
1.5509,1.5534,-0.0021105013,-0.0015628637,32.4937027708,38.7909319899,0.0092,0.0079
1.5534,1.5501,-0.0015628637,-0.001348531,38.7909319899,30.4785894207,0.0079,0.0121
1.5501,1.5605,-0.001348531,-0.0003909336,30.4785894207,56.6750629723,0.0121,0.0161
1.5605,1.5524,-0.0003909336,-0.0002675547,56.6750629723,36.2720403023,0.0161,0.0163
1.5524,1.5566,-0.0002675547,0.0001470382,36.2720403023,46.8513853904,0.0163,0.0131
1.5566,1.5671,0.0001470382,0.0012058851,46.8513853904,73.2997481108,0.0131,0.0151
1.5671,1.5755,0.0012058851,0.0025330838,73.2997481108,100,0.0151,0.0141
1.5755,1.5795,0.0025330838,0.0036883714,100,100,0.0141,0.0079
1.5795,1.5756,0.0036883714,0.0041141929,100,90.6024096386,0.0079,0.0107
1.5756,1.579,0.0041141929,0.0045314739,90.6024096386,98.7951807229,0.0107,0.0105
1.579,1.588,0.0045314739,0.0053263051,98.7951807229,100,0.0105,0.0115
1.588,1.5698,0.0053263051,0.004403105,100,55.9322033898,0.0115,0.0229
1.5698,1.5706,0.004403105,0.0036570155,55.9322033898,54.0897097625,0.0229,0.0076
1.5706,1.5722,0.0036570155,0.0031128871,54.0897097625,58.3113456464,0.0076,0.0144
1.5722,1.5672,0.0031128871,0.0022511359,58.3113456464,45.1187335092,0.0144,0.0106
1.5672,1.5742,0.0022511359,0.0020518904,45.1187335092,61.2359550562,0.0106,0.0104
1.5742,1.5785,0.0020518904,0.0021299697,61.2359550562,73.3146067416,0.0104,0.0111
1.5785,1.5942,0.0021299697,0.0032171413,73.3146067416,100,0.0111,0.0183
1.5942,1.5905,0.0032171413,0.0035846752,100,86.3468634686,0.0183,0.0131
1.5905,1.5919,0.0035846752,0.0037951133,86.3468634686,91.4814814815,0.0131,0.0174
